STUDIENR,KURSKODE,KURSTXT,BEDOMMELSE,SKALA,ECTS,UDPROVNING,CENSUR,SEMESTER,SEMESTER_START,SEMESTER_END,DURATION_DAYS,ATTEMPT
STNR022749,2346,DISTRIBUEREDE OG PARALLELLE SYSTEMER,EM,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022749,62410,CDIO-PROJEKT,12,7-trinsskala,10,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022749,62573,PROGRAMMERING AF INTELLIGENTE KORETOJER OG MOBILE APPLIKATIONER,BE,bestået/ikke bestået,5,Afløsningsopgave,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022749,62597,"BACKENDUDVIKLING, DRIFT OG DISTRIBUEREDE SYSTEMER",12,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022749,2332,COMPILERTEKNIK,4,7-trinsskala,5,Skriftlig,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR022749,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,7,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR022750,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,12,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR022750,2315,VERSIONSSTYRING OG TESTMETODER,2,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR022750,2322,MASKINNAER PROGRAMMERING,7,7-trinsskala,5,Skriftlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022750,2324,VIDEREGAENDE PROGRAMMERING,7,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022750,2326,ALGORITMER OG DATASTRUKTURER,2,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022750,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,10,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022750,62577,DATAKOMMUNIKATION,4,7-trinsskala,5,Afløsningsopgave,ekstern censur,"Spring 2020, Spring 2020",2020-02-01,2020-08-01,182,2
STNR022750,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,7,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022750,1904,DISKRET MATEMATIK,2,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022750,2312,INDLEDENDE PROGRAMMERING,10,7-trinsskala,10,Mundtlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022750,2323,INTRODUKTION TIL STATISTIK,0,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022750,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022750,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,7,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022750,2180,INTRODUKTION TIL KUNSTIG INTELLIGENS,4,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022750,62410,CDIO-PROJEKT,10,7-trinsskala,10,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022750,62413,AVANCERET OBJEKTORIENTERET PROGRAMMERING MED C# OG .NET,10,7-trinsskala,5,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022750,2332,COMPILERTEKNIK,7,7-trinsskala,5,Skriftlig,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR022750,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,7,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR022751,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR022751,2315,VERSIONSSTYRING OG TESTMETODER,7,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR022751,2322,MASKINNAER PROGRAMMERING,4,7-trinsskala,5,Skriftlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022751,2324,VIDEREGAENDE PROGRAMMERING,7,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022751,2326,ALGORITMER OG DATASTRUKTURER,2,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022751,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,4,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022751,62577,DATAKOMMUNIKATION,4,7-trinsskala,5,Afløsningsopgave,ekstern censur,"Spring 2020, Spring 2021",2020-02-01,2020-08-01,182,2
STNR022751,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,7,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022751,1904,DISKRET MATEMATIK,10,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022751,2312,INDLEDENDE PROGRAMMERING,10,7-trinsskala,10,Mundtlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022751,2323,INTRODUKTION TIL STATISTIK,-3,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022751,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022751,62588,OPERATIVSYSTEMER,EM,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022751,2180,INTRODUKTION TIL KUNSTIG INTELLIGENS,7,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022751,2346,DISTRIBUEREDE OG PARALLELLE SYSTEMER,IG,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022751,62410,CDIO-PROJEKT,4,7-trinsskala,10,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022751,62413,AVANCERET OBJEKTORIENTERET PROGRAMMERING MED C# OG .NET,10,7-trinsskala,5,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022751,1035,MATEMATIK 2,0,7-trinsskala,5,Skriftlig,ekstern censur,"Spring 2021, Spring 2021",2021-02-01,2021-08-02,182,2
STNR022751,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,7,7-trinsskala,5,Skriftlig,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR022751,2332,COMPILERTEKNIK,0,7-trinsskala,5,Skriftlig,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR022751,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,7,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR022752,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,12,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR022752,2315,VERSIONSSTYRING OG TESTMETODER,12,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR022752,2322,MASKINNAER PROGRAMMERING,10,7-trinsskala,5,Skriftlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022752,2324,VIDEREGAENDE PROGRAMMERING,12,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022752,2326,ALGORITMER OG DATASTRUKTURER,4,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022752,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,10,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022752,62577,DATAKOMMUNIKATION,7,7-trinsskala,5,Afløsningsopgave,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022752,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,10,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022752,1904,DISKRET MATEMATIK,10,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022752,2312,INDLEDENDE PROGRAMMERING,10,7-trinsskala,10,Mundtlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022752,2323,INTRODUKTION TIL STATISTIK,0,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022752,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022752,62588,OPERATIVSYSTEMER,10,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022752,62410,CDIO-PROJEKT,12,7-trinsskala,10,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022752,2332,COMPILERTEKNIK,7,7-trinsskala,5,Skriftlig,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR022752,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,7,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR022753,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,12,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR022753,2315,VERSIONSSTYRING OG TESTMETODER,12,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR022753,2322,MASKINNAER PROGRAMMERING,12,7-trinsskala,5,Skriftlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022753,2324,VIDEREGAENDE PROGRAMMERING,12,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022753,2326,ALGORITMER OG DATASTRUKTURER,10,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022753,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,10,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022753,62577,DATAKOMMUNIKATION,12,7-trinsskala,5,Afløsningsopgave,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022753,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,12,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022753,1904,DISKRET MATEMATIK,12,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022753,2312,INDLEDENDE PROGRAMMERING,10,7-trinsskala,10,Mundtlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022753,2323,INTRODUKTION TIL STATISTIK,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022753,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022753,62588,OPERATIVSYSTEMER,12,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022753,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,10,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022753,2346,DISTRIBUEREDE OG PARALLELLE SYSTEMER,7,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022753,62410,CDIO-PROJEKT,12,7-trinsskala,10,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022753,62501,LINUX SERVER OG NETVAERK,12,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022753,62597,"BACKENDUDVIKLING, DRIFT OG DISTRIBUEREDE SYSTEMER",12,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022753,62999,INNOVATION PILOT,12,7-trinsskala,10,Afløsningsopgave,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022753,2332,COMPILERTEKNIK,10,7-trinsskala,5,Skriftlig,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR022753,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,12,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR022754,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,2,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR022754,2315,VERSIONSSTYRING OG TESTMETODER,7,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR022754,2322,MASKINNAER PROGRAMMERING,2,7-trinsskala,5,Skriftlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022754,2324,VIDEREGAENDE PROGRAMMERING,7,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022754,2326,ALGORITMER OG DATASTRUKTURER,7,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022754,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,7,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022754,62577,DATAKOMMUNIKATION,7,7-trinsskala,5,Afløsningsopgave,ekstern censur,"Spring 2020, Spring 2021",2020-02-01,2020-08-01,182,2
STNR022754,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,4,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022754,1904,DISKRET MATEMATIK,4,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022754,2312,INDLEDENDE PROGRAMMERING,7,7-trinsskala,10,Mundtlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022754,2323,INTRODUKTION TIL STATISTIK,EM,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022754,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022754,62588,OPERATIVSYSTEMER,4,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022754,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,4,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022754,62410,CDIO-PROJEKT,4,7-trinsskala,10,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022754,62413,AVANCERET OBJEKTORIENTERET PROGRAMMERING MED C# OG .NET,2,7-trinsskala,5,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022754,62501,LINUX SERVER OG NETVAERK,2,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022754,62597,"BACKENDUDVIKLING, DRIFT OG DISTRIBUEREDE SYSTEMER",7,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022754,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,4,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR022755,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,4,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR022755,2315,VERSIONSSTYRING OG TESTMETODER,10,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR022755,2322,MASKINNAER PROGRAMMERING,2,7-trinsskala,5,Skriftlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022755,2324,VIDEREGAENDE PROGRAMMERING,10,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022755,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,7,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022755,2326,ALGORITMER OG DATASTRUKTURER,IG,7-trinsskala,5,Skriftlig,ekstern censur,"Spring 2020, Spring 2021",2020-02-01,2020-08-01,182,2
STNR022755,62577,DATAKOMMUNIKATION,4,7-trinsskala,5,Afløsningsopgave,ekstern censur,"Spring 2020, Spring 2020",2020-02-01,2020-08-01,182,2
STNR022755,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,7,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022755,1904,DISKRET MATEMATIK,7,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022755,2312,INDLEDENDE PROGRAMMERING,7,7-trinsskala,10,Mundtlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022755,2369,SOFTWARE PROCESSER OG MONSTRE,IB,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022755,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,EM,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022755,2346,DISTRIBUEREDE OG PARALLELLE SYSTEMER,EM,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022755,62410,CDIO-PROJEKT,EM,7-trinsskala,10,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022755,62530,NETVAERKSSIKKERHED,EM,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022755,2332,COMPILERTEKNIK,EM,7-trinsskala,5,Skriftlig,intern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR022755,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,7,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR022756,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,10,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR022756,2315,VERSIONSSTYRING OG TESTMETODER,10,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR022756,2322,MASKINNAER PROGRAMMERING,4,7-trinsskala,5,Skriftlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022756,2324,VIDEREGAENDE PROGRAMMERING,12,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022756,2326,ALGORITMER OG DATASTRUKTURER,7,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022756,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,4,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022756,1904,DISKRET MATEMATIK,10,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022756,2312,INDLEDENDE PROGRAMMERING,7,7-trinsskala,10,Mundtlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022756,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022756,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,4,7-trinsskala,5,Afløsningsopgave,intern censur,"Fall 2020, Fall 2021",2020-08-01,2021-01-30,182,2
STNR022756,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,4,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022756,2450,INTRODUKTION TIL MACHINE LEARNING OG DATA MINING,EM,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022756,62410,CDIO-PROJEKT,12,7-trinsskala,10,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022756,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,7,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR022757,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR022757,2315,VERSIONSSTYRING OG TESTMETODER,4,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR022757,2322,MASKINNAER PROGRAMMERING,4,7-trinsskala,5,Skriftlig,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022757,2324,VIDEREGAENDE PROGRAMMERING,7,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022757,2326,ALGORITMER OG DATASTRUKTURER,4,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022757,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,7,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022757,62577,DATAKOMMUNIKATION,12,7-trinsskala,5,Afløsningsopgave,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022757,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,7,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022757,1904,DISKRET MATEMATIK,4,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022757,2312,INDLEDENDE PROGRAMMERING,7,7-trinsskala,10,Mundtlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022757,2323,INTRODUKTION TIL STATISTIK,EM,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022757,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022757,62588,OPERATIVSYSTEMER,12,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022757,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,10,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022757,2346,DISTRIBUEREDE OG PARALLELLE SYSTEMER,0,7-trinsskala,5,Skriftlig,ekstern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022757,62410,CDIO-PROJEKT,4,7-trinsskala,10,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022757,62413,AVANCERET OBJEKTORIENTERET PROGRAMMERING MED C# OG .NET,7,7-trinsskala,5,Mundtlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022757,62501,LINUX SERVER OG NETVAERK,12,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022757,62597,"BACKENDUDVIKLING, DRIFT OG DISTRIBUEREDE SYSTEMER",7,7-trinsskala,5,Skriftlig,intern censur,Spring 2021,2021-02-01,2021-05-03,91,1
STNR022757,62550,BRUGERINTERAKTION OG UDVIKLING PA MOBILE ENHEDER,7,7-trinsskala,10,Skriftlig,ekstern censur,Fall 2021,2021-08-01,2021-10-31,91,1
STNR022758,1901,BASISMAT - INDLEDENDE MATEMATIK FOR DIPLOMINGENIORER,10,7-trinsskala,5,Afløsningsopgave,intern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR022758,1920,BASISMAT 2 - VIDEREGAENDE MATEMATIK FOR DIPLOMINGENIORER,2,7-trinsskala,5,Skriftlig,intern censur,Fall 2018,2018-08-01,2018-10-31,91,1
STNR022758,2313,UDVIKLINGSMETODER TIL IT-SYSTEMER,10,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR022758,2315,VERSIONSSTYRING OG TESTMETODER,10,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2019,2019-08-01,2019-10-31,91,1
STNR022758,2324,VIDEREGAENDE PROGRAMMERING,7,7-trinsskala,10,Skriftlig,ekstern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022758,2327,INDLEDENDE DATABASER OG DATABASEPROGRAMMERING,4,7-trinsskala,5,Afløsningsopgave,intern censur,Spring 2020,2020-02-01,2020-05-02,91,1
STNR022758,1904,DISKRET MATEMATIK,7,7-trinsskala,5,Skriftlig,intern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022758,2312,INDLEDENDE PROGRAMMERING,10,7-trinsskala,10,Mundtlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022758,2322,MASKINNAER PROGRAMMERING,7,7-trinsskala,5,Skriftlig,intern censur,"Spring 2020, Spring 2020, Spring 2021",2020-02-01,2020-10-31,273,3
STNR022758,2323,INTRODUKTION TIL STATISTIK,7,7-trinsskala,5,Skriftlig,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022758,2326,ALGORITMER OG DATASTRUKTURER,7,7-trinsskala,5,Skriftlig,ekstern censur,"Spring 2020, Spring 2020, Spring 2021",2020-02-01,2020-10-31,273,3
STNR022758,2369,SOFTWARE PROCESSER OG MONSTRE,BE,7-trinsskala,5,Afløsningsopgave,ekstern censur,Fall 2020,2020-08-01,2020-10-31,91,1
STNR022758,62577,DATAKOMMUNIKATION,10,7-trinsskala,5,Afløsningsopgave,ekstern censur,"Spring 2020, Spring 2020, Spring 2021",2020-02-01,2020-10-31,273,3
